500 0.32
1000  0.21
1500  0.03
2000  0.05
2500  0.16
3000  0.67
3500  1.15
4000  1.39
4500  1.39
5000  1.29
5500  1.32
6000  1.2
6500  1.12
7000  1.06
7500  0.99
8000  0.94
8500  1.02
9000  1.03
9500  1.1
10000 1.1
10500 1.06
11000 1.02
11500 1.06
12000 1.08
12500 1.10
13000 1.09
13500 1.12
14000 1.04
14500 1.06
15000 1.11
