0.0	3.25
0.1	2.17
0.2	1.08
0.3	2.17
0.4	2.17
0.5	0.00
0.6	0.00
0.7	2.17
0.8	0.00
0.9	2.17
1.0	1.08
1.1	2.17
1.2	0.00
1.3	2.17
1.4	0.00
1.5	1.08
1.6	2.17
1.7	2.17
1.8	1.08
