0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
0,500
1000,352
1000,352
1000,352
1158,351
1158,351
1158,351
1209,351
1209,351
1209,351
1259,353
1259,353
1259,353
1259,353
1309,353
1309,353
1309,353
1366,353
1366,353
1416,353
1416,354
1416,354
1466,353
1466,353
1466,353
1466,353
1516,353
1516,353
1516,353
1573,353
1573,353
1573,353
1573,353
1623,351
1623,351
1623,351
1685,351
1685,351
1685,351
1735,351
1735,351
1785,351
1785,351
1785,351
1785,351
1835,351
1835,351
1835,351
1893,351
1893,351
1893,351
1943,354
1943,354
1943,354
1993,357
1993,357
1993,357
1993,357
2043,368
2043,368
2043,368
2101,367
2101,367
2101,367
2151,360
2151,360
2201,352
2201,352
2201,352
2201,352
2251,353
2251,353
2251,353
2310,353
2310,353
2310,353
2360,372
2360,372
2360,372
2360,372
2410,379
2410,379
2410,379
2465,380
2465,380
2465,380
2519,381
2519,381
2519,381
2569,382
2569,382
2569,382
2619,383
2619,383
2619,383
2673,366
2673,366
2673,366
2673,366
2729,354
2729,354
2729,354
2786,352
2786,352
2786,352
2837,350
2837,350
2837,350
2887,347
2887,347
2887,347
2937,347
2937,347
2937,347
2937,347
2937,347
2994,347
2994,347
2994,347
3077,349
3077,349
3077,349
3077,349
3077,349
3147,347
3147,347
3147,347
3202,347
3202,347
3202,347
3202,347
3260,345
3260,345
3260,345
3313,346
3313,346
3313,346
3363,347
3363,347
3363,347
3427,345
3427,345
3427,345
3477,345
3477,345
3477,345
3477,345
3527,345
3527,345
3527,345
3586,346
3586,346
3586,346
3636,345
3636,345
3636,345
3636,345
3686,346
3686,346
3686,346
3756,345
3756,345
3756,345
3809,346
3809,346
3809,346
3859,345
3859,345
3859,345
3859,345
3909,345
3909,345
3909,345
3968,345
3968,345
3968,345
3968,345
4018,344
4018,344
4018,344
4018,344
4018,344
4018,344
4080,343
4080,343
4080,343
4192,344
4192,344
4192,344
4192,344
4242,345
4242,345
4242,345
4302,343
4302,343
4302,343
4354,345
4354,345
4354,345
4404,344
4404,344
4404,344
4404,344
4454,343
4454,343
4454,343
4511,344
4511,344
4561,344
4561,344
4561,344
4561,344
4611,344
4611,344
4611,344
4671,343
4671,343
4671,343
4671,343
4721,344
4721,344
4721,344
4784,343
4784,343
4784,343
4834,344
4834,344
4834,344
4834,344
4884,344
4884,344
4942,347
4942,347
4942,347
4992,344
4992,344
4992,344
4992,344
5042,343
5042,343
5042,343
5103,343
5103,343
5103,343
5103,343
5153,343
5153,343
5153,343
5153,343
5211,341
5211,341
5211,341
5278,341
5278,341
5278,341
5336,344
5336,344
5336,344
5336,344
5394,344
5394,344
5394,344
5453,343
5453,343
5453,343
5504,343
5504,343
5504,343
5504,343
5554,343
5554,343
5554,343
5612,343
5612,343
5612,343
5662,342
5662,342
5712,343
5712,343
5712,343
5712,343
5762,342
5762,342
5762,342
5821,343
5821,343
5821,343
5872,341
5872,341
5872,341
5872,341
5922,342
5922,342
5922,342
5922,342
5922,342
5994,342
5994,342
5994,342
6064,342
6064,342
6064,342
6114,337
6114,337
6114,337
6171,342
6171,342
6171,342
6221,343
6221,343
6221,343
6221,343
6283,342
6283,342
6283,342
6333,341
6333,341
6333,341
6333,341
6383,341
6383,341
6383,341
6443,341
6443,341
6493,340
6493,340
6493,340
6543,340
6543,340
6543,340
6543,340
6593,339
6593,339
6593,339
6648,341
6648,341
6648,341
6648,341
6702,339
6702,339
6702,339
6765,336
6765,336
6765,336
6815,339
6815,339
6815,339
6815,339
6865,341
6865,341
6865,341
6865,341
6922,339
6922,339
6922,339
7002,339
7002,339
7002,339
7002,339
7002,339
7052,338
7052,338
7052,338
7129,339
7129,339
7129,339
7179,338
7179,338
7179,338
7229,339
7229,339
7229,339
7279,338
7279,338
7279,338
7340,337
7340,337
7340,337
7340,337
7390,337
7390,337
7390,337
7449,334
7449,334
7449,334
7501,337
7501,337
7501,337
7501,337
7552,339
7552,339
7552,339
7609,338
7609,338
7659,339
7659,339
7659,339
7659,339
7709,339
7709,339
7709,339
7771,339
7771,339
7771,339
7771,339
7771,339
7821,340
7821,340
7821,340
7896,339
7896,339
7896,339
7946,339
7946,339
7946,339
7946,339
7996,339
7996,339
7996,339
8058,340
8058,340
8058,340
8108,339
8108,339
8108,339
8108,339
8167,341
8167,341
8167,341
8231,342
8231,342
8231,342
8281,342
8281,342
8281,342
8331,342
8331,342
8331,342
8331,342
8381,342
8381,342
8381,342
8437,343
8437,343
8487,344
8487,344
8487,344
8537,347
8537,347
8537,347
8587,348
8587,348
8587,348
8587,348
8637,351
8637,351
8637,351
8693,355
8693,355
8693,355
8744,354
8744,354
8744,354
8794,354
8794,354
8844,354
8844,354
8844,354
8844,354
8894,355
8894,355
8894,355
8950,355
8950,355
8950,355
9000,355
9000,355
9000,355
9050,355
9050,355
9050,355
9100,355
9100,355
9100,355
9100,355
9150,355
9150,355
9150,355
9203,356
9203,356
9253,355
9253,355
9253,355
9303,355
9303,355
9303,355
9353,355
9353,355
9353,355
9353,355
9403,355
9403,355
9403,355
9461,357
9461,357
9461,357
9511,358
9511,358
9511,358
9561,359
9561,359
9561,359
9611,361
9611,361
9611,361
9661,361
9661,361
9661,361
9661,361
9661,361
9661,361
9715,366
9715,366
9715,366
9810,363
9810,363
9810,363
9860,363
9860,363
9860,363
9910,367
9910,367
9910,367
9960,364
9960,364
9960,364
10010,364
10010,364
10010,364
10066,361
10066,361
10066,361
10116,361
10116,361
10116,361
10166,360
10166,360
10166,360
10216,357
10216,357
10216,357
10216,357
10266,354
10266,354
10266,354
10321,351
10321,351
10321,351
10371,349
10371,349
10371,349
10421,346
10421,346
10421,346
10481,346
10481,346
10481,346
10534,344
10534,344
10534,344
10534,344
10584,344
10584,344
10584,344
10642,345
10642,345
10642,345
10692,342
10692,342
10692,342
10742,341
10742,341
10742,341
10792,340
10792,340
10792,340
10849,339
10849,339
10849,339
10899,334
10899,334
10899,334
10899,334
10949,339
10949,339
10949,339
10949,339
11014,337
11014,337
11014,337
11072,339
11072,339
11072,339
11072,339
11072,339
11123,338
11123,338
11123,338
11202,337
11202,337
11202,337
11267,336
11267,336
11267,336
11267,336
11317,336
11317,336
11317,336
11378,338
11378,338
11378,338
11428,342
11428,342
11428,342
11428,342
11478,342
11478,342
11478,342
11478,342
11478,342
11534,346
11534,346
11534,346
11635,352
11635,352
11635,352
11635,352
11685,353
11685,353
11685,353
11685,353
11746,354
11746,354
11746,354
11807,353
11807,353
11807,353
11807,353
11807,353
11807,353
11863,353
11863,353
11863,353
11951,349
11951,349
12001,348
12001,348
12001,348
12051,346
12051,346
12051,346
12051,346
12101,345
12101,345
12101,345
12157,343
12157,343
12157,343
12157,343
12211,344
12211,344
12211,344
12271,343
12271,343
12271,343
12271,343
12321,342
12321,342
12321,342
12395,341
12395,341
12395,341
12395,341
12447,340
12447,340
12447,340
12447,340
12510,340
12510,340
12510,340
12510,340
12510,340
12510,340
12510,340
12574,338
12574,338
12574,338
12686,339
12686,339
12686,339
12739,339
12739,340
12739,340
12796,338
12796,338
12796,338
12846,339
12846,339
12846,339
12896,339
12896,339
12896,339
12896,339
12896,339
12896,339
12947,339
12947,339
12947,339
12947,339
12947,339
13041,342
13041,342
13041,342
13041,342
13116,340
13116,340
13179,340
13179,340
13179,340
13229,340
13229,340
13229,340
13279,339
13279,339
